_id,ltable_Id,rtable_Id,ltable_Site name,ltable_Address,ltable_Phone,ltable_Zip,rtable_Site name,rtable_Address,rtable_Phone,rtable_Zip,label
2005,2412,2412, ChildServ St. Matthew,1000 N. Orleans  ,9443403,60610, ChildServ St. Matthew,1000 N. Orleans  ,9443403,60610,1
2007,3112,3112, ChildServ - St Matthew Head Start,1000 N Orleans Street ,9443403,60610, ChildServ - St Matthew Head Start,1000 N Orleans Street ,9443403,60610,1
2019,2228,2228,Lutheran Social Services of Illinois TRINIDAD LUTHERAN,2921 W. Division ,6354600,60622,Lutheran Social Services of Illinois TRINIDAD LUTHERAN,2921 W. Division ,6354600,60622,1
2022,1639,1639,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO GILCHRIST MARCHMAN,1001 W ROOSEVELT RD 606 ,4927402,81559,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO GILCHRIST MARCHMAN,1001 W ROOSEVELT RD 606 ,4927402,81559,1
2035,3086,3086, Centers for New Horizons Washington Park,6225 S Wabash Avenue ,6672065,60637, Centers for New Horizons Washington Park,6225 S Wabash Avenue ,6672065,60637,1
2044,160,160, El Valor - Kidz Colony,6287 S Archer Ave ,7678522,, El Valor - Kidz Colony,6287 S Archer Ave ,7678522,,1
2045,1798,1798,HULL HOUSE ASSOCIATION UPTOWN - EAST,1020 W BRYN MAWR ,7695753,60660,HULL HOUSE ASSOCIATION UPTOWN - EAST,1020 W BRYN MAWR ,7695753,60660,1
2049,1798,2870,HULL HOUSE ASSOCIATION UPTOWN - EAST,1020 W BRYN MAWR ,7695753,60660, Albany Park Community Center - Uptown,1020 West Bryn Mawr 211 ,7693197,60660,1
2050,2870,1798, Albany Park Community Center - Uptown,1020 West Bryn Mawr 211 ,7693197,60660,HULL HOUSE ASSOCIATION UPTOWN - EAST,1020 W BRYN MAWR ,7695753,60660,1
2053,2870,2718, Albany Park Community Center - Uptown,1020 West Bryn Mawr 211 ,7693197,60660, Peirce,1423 W. Bryn Mawr ,5342440,60660,0
2057,1265,1265, Mary Crane League - Mary Crane - East,2974 N Clybourn Ave ,3485528,, Mary Crane League - Mary Crane - East,2974 N Clybourn Ave ,3485528,,1
2060,2058,3048,"Chicago Public Schools Piccolo Specialty School, Brian",1040 N. Keeler Avenue ,5344425,60651, Bethel New Life School,1120 N Lamon Avenue ,6267760,60651,0
2061,2058,2058,"Chicago Public Schools Piccolo Specialty School, Brian",1040 N. Keeler Avenue ,5344425,60651,"Chicago Public Schools Piccolo Specialty School, Brian",1040 N. Keeler Avenue ,5344425,60651,1
2063,2058,521,"Chicago Public Schools Piccolo Specialty School, Brian",1040 N. Keeler Avenue ,5344425,60651, Piccolo,1040 N. Keeler ,5344425,,1
2069,2058,3223,"Chicago Public Schools Piccolo Specialty School, Brian",1040 N. Keeler Avenue ,5344425,60651, Marcy Newberry Association - North Austin Headstart,1256 N Waller Avenue ,2611700,60651,0
2081,1350,1350, Mary Crane League,2974 North Clybourn Avenue,9388157,60618, Mary Crane League,2974 North Clybourn Avenue,9388157,60618,1
2086,2624,2624, Lovett,6333 W. Bloomingdale ,5343130,60639, Lovett,6333 W. Bloomingdale ,5343130,60639,1
2091,2624,1100, Lovett,6333 W. Bloomingdale ,5343130,60639, Lovett,6333 W. Bloomingdale ,5343130,,1
2095,1676,1676,EL VALOR TEDDY BEAR 3 (6401 S PULASKI RD),6401 S PULASKI ,2842292,60629,EL VALOR TEDDY BEAR 3 (6401 S PULASKI RD),6401 S PULASKI ,2842292,60629,1
2116,3206,3206, Little Angels Day Care Center,6407 N Maplewood ,3389770,60645, Little Angels Day Care Center,6407 N Maplewood ,3389770,60645,1
2121,320,2582, Irving Park Early Learning Center,3023 W. Montrose ,5397422,, Irving Park Early Learning Ctr,3023 W. Montrose ,5397422,60618,1
2124,2582,320, Irving Park Early Learning Ctr,3023 W. Montrose ,5397422,60618, Irving Park Early Learning Center,3023 W. Montrose ,5397422,,1
2133,2582,2582, Irving Park Early Learning Ctr,3023 W. Montrose ,5397422,60618, Irving Park Early Learning Ctr,3023 W. Montrose ,5397422,60618,1
2136,3183,320, Irving Park Early Learning Center,3023 W Montrose Avenue ,5397422,60618, Irving Park Early Learning Center,3023 W. Montrose ,5397422,,1
2137,3183,3183, Irving Park Early Learning Center,3023 W Montrose Avenue ,5397422,60618, Irving Park Early Learning Center,3023 W Montrose Avenue ,5397422,60618,1
2145,3183,2582, Irving Park Early Learning Center,3023 W Montrose Avenue ,5397422,60618, Irving Park Early Learning Ctr,3023 W. Montrose ,5397422,60618,1
2158,3060,3060, Care-a-Lot Child Development Center,6441 N Central Avenue ,7638888,60646, Care-a-Lot Child Development Center,6441 N Central Avenue ,7638888,60646,1
2164,1413,1413,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-ANGELITA YUGSI,6447 S KNOX AVE ,5211600,60629,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-ANGELITA YUGSI,6447 S KNOX AVE ,5211600,60629,1
2170,1413,1573,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-ANGELITA YUGSI,6447 S KNOX AVE ,5211600,60629,"CHICAGO PUBLIC SCHOOLS SANDOVAL, SOCORRO",5534 S SAINT LOUIS AVE ,5350457,60629,0
2173,1222,1891, Woodlawn A.M.E. Church - Woodlawn A.M.E.,6456 S Evans Ave ,6671402,,WOODLAWN A.M.E. CHURCH WOODLAWN AME CHURCH,6456 S EVANS ,6671402,60637,1
2174,1222,1222, Woodlawn A.M.E. Church - Woodlawn A.M.E.,6456 S Evans Ave ,6671402,, Woodlawn A.M.E. Church - Woodlawn A.M.E.,6456 S Evans Ave ,6671402,,1
2180,1891,1891,WOODLAWN A.M.E. CHURCH WOODLAWN AME CHURCH,6456 S EVANS ,6671402,60637,WOODLAWN A.M.E. CHURCH WOODLAWN AME CHURCH,6456 S EVANS ,6671402,60637,1
2182,1891,1222,WOODLAWN A.M.E. CHURCH WOODLAWN AME CHURCH,6456 S EVANS ,6671402,60637, Woodlawn A.M.E. Church - Woodlawn A.M.E.,6456 S Evans Ave ,6671402,,1
2187,96,1266, YMCA of Metropolitan Chicago - South Chicago YMCA,3039 E 91st St ,7219100,, YMCA of Metropolitan Chicago - South Chicago YMCA,3039 E 91st St ,7219100,,1
2188,96,96, YMCA of Metropolitan Chicago - South Chicago YMCA,3039 E 91st St ,7219100,, YMCA of Metropolitan Chicago - South Chicago YMCA,3039 E 91st St ,7219100,,1
2190,1266,96, YMCA of Metropolitan Chicago - South Chicago YMCA,3039 E 91st St ,7219100,, YMCA of Metropolitan Chicago - South Chicago YMCA,3039 E 91st St ,7219100,,1
2197,2301,2301, Ariel Comm,1119 E. 46th St. ,5351996,60653, Ariel Comm,1119 E. 46th St. ,5351996,60653,1
2202,1864,2712,SALVATION ARMY BUILDING BLOCKS,1120 W 69TH ST ,4882222,60621, Parker CPC,328 W. 69Th  ,5353853,60621,0
2214,1233,3048, Bethel New Life - Molade Child Development Center,1120 N Lamon Ave ,6267760,, Bethel New Life School,1120 N Lamon Avenue ,6267760,60651,1
2216,1233,2329, Bethel New Life - Molade Child Development Center,1120 N Lamon Ave ,6267760,, Bethel New Life,1120 N. Lamon ,6267760,60651,1
2223,2329,2329, Bethel New Life,1120 N. Lamon ,6267760,60651, Bethel New Life,1120 N. Lamon ,6267760,60651,1
2231,3048,3048, Bethel New Life School,1120 N Lamon Avenue ,6267760,60651, Bethel New Life School,1120 N Lamon Avenue ,6267760,60651,1
2235,3048,1233, Bethel New Life School,1120 N Lamon Avenue ,6267760,60651, Bethel New Life - Molade Child Development Center,1120 N Lamon Ave ,6267760,,1
2236,3048,2329, Bethel New Life School,1120 N Lamon Avenue ,6267760,60651, Bethel New Life,1120 N. Lamon ,6267760,60651,1
2240,3048,3223, Bethel New Life School,1120 N Lamon Avenue ,6267760,60651, Marcy Newberry Association - North Austin Headstart,1256 N Waller Avenue ,2611700,60651,0
2251,2345,2345, Brownell,6741 S. Michigan ,5353030,60637, Brownell,6741 S. Michigan ,5353030,60637,1
2255,1012,1012, Cleveland,3121 W. Byron ,5345130,, Cleveland,3121 W. Byron ,5345130,,1
2261,1872,1872,SALVATION ARMY FCCH-MILDRED SPEARS,6749 S WINCHESTER ,9301832,60636,SALVATION ARMY FCCH-MILDRED SPEARS,6749 S WINCHESTER ,9301832,60636,1
2272,536,536, Henry Booth House - Accounters/Partners,1155 W 81st St ,9945514,, Henry Booth House - Accounters/Partners,1155 W 81st St ,9945514,,1
2293,2998,2998, YMCA Marshall Child Development Center,3201 West Monroe  ,2650145,60624, YMCA Marshall Child Development Center,3201 West Monroe  ,2650145,60624,1
2295,428,2128," Fresh Start Daycare, Inc.",6924 W. North Avenue ,4792870,,Easter Seals Society of Metropolitan Chicago Fresh Start Day Care Center,6924 W. North Avenue ,4792870,60635,1
2296,428,428," Fresh Start Daycare, Inc.",6924 W. North Avenue ,4792870,," Fresh Start Daycare, Inc.",6924 W. North Avenue ,4792870,,1
2297,101,101, Metropolitan Family Services - Midway Children's Center (Chicago Lawn),3215 W 63rd St ,8842350,, Metropolitan Family Services - Midway Children's Center (Chicago Lawn),3215 W 63rd St ,8842350,,1
2298,101,3232, Metropolitan Family Services - Midway Children's Center (Chicago Lawn),3215 W 63rd St ,8842350,, Metropolitan Family Services Children's Center,3215 W 63rd Street ,8842350,60629,1
2304,1448,3098,CHICAGO COMMONS ASSOCIATION CHICAGO URBAN DAYCARE,1248 W 69TH ST ,4833555,60636, Chicago Urban Day School,1248 W 69th Street ,4833555,60636,1
2308,3098,1802, Chicago Urban Day School,1248 W 69th Street ,4833555,60636,LUTHERAN SOCIAL SERVICES OF ILLINOIS ENGLEWOOD MESSIAH,1910 W 64TH STREET ,4365110,60636,0
2320,1558,1558,"CHICAGO PUBLIC SCHOOLS O'KEEFFE, ISABELL C.",6940 S MERRILL ,5350600,60649,"CHICAGO PUBLIC SCHOOLS O'KEEFFE, ISABELL C.",6940 S MERRILL ,5350600,60649,1
2323,3223,2058, Marcy Newberry Association - North Austin Headstart,1256 N Waller Avenue ,2611700,60651,"Chicago Public Schools Piccolo Specialty School, Brian",1040 N. Keeler Avenue ,5344425,60651,0
2330,3223,3223, Marcy Newberry Association - North Austin Headstart,1256 N Waller Avenue ,2611700,60651, Marcy Newberry Association - North Austin Headstart,1256 N Waller Avenue ,2611700,60651,1
2333,26,26, Easter Seals Society of Metropolitan Chicago - Stepping Stones Early/Childhood Lear,1300 E 75th St ,4930000,, Easter Seals Society of Metropolitan Chicago - Stepping Stones Early/Childhood Lear,1300 E 75th St ,4930000,,1
2335,3232,101, Metropolitan Family Services Children's Center,3215 W 63rd Street ,8842350,60629, Metropolitan Family Services - Midway Children's Center (Chicago Lawn),3215 W 63rd St ,8842350,,1
2341,3232,3232, Metropolitan Family Services Children's Center,3215 W 63rd Street ,8842350,60629, Metropolitan Family Services Children's Center,3215 W 63rd Street ,8842350,60629,1
2356,1536,1536,"CHICAGO PUBLIC SCHOOLS LINNE, CARL VON",3221 N SACRAMENTO ,5345262,60618,"CHICAGO PUBLIC SCHOOLS LINNE, CARL VON",3221 N SACRAMENTO ,5345262,60618,1
2366,2620,693, Linne,3221 N. Sacramento ,5345262,60618, Linne,3221 N. Sacramento ,5345262,,1
2370,2620,1536, Linne,3221 N. Sacramento ,5345262,60618,"CHICAGO PUBLIC SCHOOLS LINNE, CARL VON",3221 N SACRAMENTO ,5345262,60618,1
2377,2300,2300, Altgeld,7007 S. Loomis ,5353250,60636, Altgeld,7007 S. Loomis ,5353250,60636,1
2383,548,1238, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,7466024,, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,7466024,,1
2385,548,1166, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,7466024,, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,7466024,,1
2387,1166,548, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,7466024,, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,7466024,,1
2388,1166,1166, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,7466024,, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,7466024,,1
2389,1237,1238, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,7466024,, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,7466024,,1
2390,1237,548, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,7466024,, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,7466024,,1
2393,1957,1957,"Chicago Commons
Association Rainbow Daycare",3250 W Irving Park Rd ,4788182,60618,"Chicago Commons
Association Rainbow Daycare",3250 W Irving Park Rd ,4788182,60618,1
2403,937,937, De Diego,1313 N. Claremont ,5344451,, De Diego,1313 N. Claremont ,5344451,,1
2404,170,170, Christopher House - Christopher House - Rogers Park,7059 N Greenview Ave ,2745477,, Christopher House - Christopher House - Rogers Park,7059 N Greenview Ave ,2745477,,1
2405,2195,2195,Henry Booth House Kids Place II,1318 W 95TH St. ,4456500,60643,Henry Booth House Kids Place II,1318 W 95TH St. ,4456500,60643,1
2421,332,332, Concordia Child Care Center Avondale,3300 N. Whipple ,4631600,, Concordia Child Care Center Avondale,3300 N. Whipple ,4631600,,1
2425,2499,2499, Eyes on the Future,1329 W. Loyola ,9730771,60626, Eyes on the Future,1329 W. Loyola ,9730771,60626,1
2432,1376,1378, Adolescent Parenting Program (APP) ,"1335 N. California Ave
",6452300,60622, Community Service Center,"1343 N. California Ave
",6452300,60622,0
2439,1644,2175,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO LORDANCHILD DAYCARE,3344 W 79TH ST ,4344918,60652,Gads Hill Center M & E Daycare - 79th Street Day Care,3728 W 79th St. ,5857979,60652,0
2440,1644,1644,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO LORDANCHILD DAYCARE,3344 W 79TH ST ,4344918,60652,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO LORDANCHILD DAYCARE,3344 W 79TH ST ,4344918,60652,1
2441,1644,2134,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO LORDANCHILD DAYCARE,3344 W 79TH ST ,4344918,60652,Easter Seals Society of Metropolitan Chicago Lordanchild Daycare,3344 W 79th St ,4344918,60652,1
2445,2134,2134,Easter Seals Society of Metropolitan Chicago Lordanchild Daycare,3344 W 79th St ,4344918,60652,Easter Seals Society of Metropolitan Chicago Lordanchild Daycare,3344 W 79th St ,4344918,60652,1
2449,1378,1376, Community Service Center,"1343 N. California Ave
",6452300,60622, Adolescent Parenting Program (APP) ,"1335 N. California Ave
",6452300,60622,0
2451,1378,1378, Community Service Center,"1343 N. California Ave
",6452300,60622, Community Service Center,"1343 N. California Ave
",6452300,60622,1
2456,1378,3004, Community Service Center,"1343 N. California Ave
",6452300,60622, Casa Central - ABC Home-Based Head Start,"1349 N. California
",6452404,60622,0
2471,1302,1302, Ada S. McKinley Community Services - McKinley - Howard,7222 S Exchange Ave ,2219711,, Ada S. McKinley Community Services - McKinley - Howard,7222 S Exchange Ave ,2219711,,1
2484,199,199, Von Humboldt CPC,1345 N. Rockwell ,5344668,, Von Humboldt CPC,1345 N. Rockwell ,5344668,,1
2488,1911,1911,"Ada S. McKinley
Community Services McKinley-Ersula Howard",7222 S. Exchange ,2219711,60649,"Ada S. McKinley
Community Services McKinley-Ersula Howard",7222 S. Exchange ,2219711,60649,1
2503,1874,1874,SALVATION ARMY INCARNATION,1345 N KARLOV ,2764118,60651,SALVATION ARMY INCARNATION,1345 N KARLOV ,2764118,60651,1
2520,3004,1376, Casa Central - ABC Home-Based Head Start,"1349 N. California
",6452404,60622, Adolescent Parenting Program (APP) ,"1335 N. California Ave
",6452300,60622,0
2522,3004,1378, Casa Central - ABC Home-Based Head Start,"1349 N. California
",6452404,60622, Community Service Center,"1343 N. California Ave
",6452300,60622,0
2530,30,30, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,4715100,, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,4715100,,1
2531,1239,1239, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,4715100,, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,4715100,,1
2539,2978,2978, St. Augustine College/Flamboyan Head Start ,3401 W. McLean Avenue  ,2763423,60647, St. Augustine College/Flamboyan Head Start ,3401 W. McLean Avenue  ,2763423,60647,1
2555,2096,3100,Chicago Youth Centers ABC,3415 W. 13th Pl. ,7625655,60623, Chicago Youth Centers - ABC Youth Center,3415 W 13th Place ,7625655,60623,1
2573,3100,3100, Chicago Youth Centers - ABC Youth Center,3415 W 13th Place ,7625655,60623, Chicago Youth Centers - ABC Youth Center,3415 W 13th Place ,7625655,60623,1
2584,3100,2096, Chicago Youth Centers - ABC Youth Center,3415 W 13th Place ,7625655,60623,Chicago Youth Centers ABC,3415 W. 13th Pl. ,7625655,60623,1
2591,703,703, Henry Booth House - Pathway,3418 W 79th St ,7765439,, Henry Booth House - Pathway,3418 W 79th St ,7765439,,1
2592,562,562, Henry Booth House - Taylor Day School,1414 W 87th St ,2392322,, Henry Booth House - Taylor Day School,1414 W 87th St ,2392322,,1
2593,844,844, Stagg,7424 S. Morgan ,5353565,, Stagg,7424 S. Morgan ,5353565,,1
2601,2108,2108,Chicago Youth Centers Rachel's 1,3430 W. Roosevelt Rd ,5330444,60624,Chicago Youth Centers Rachel's 1,3430 W. Roosevelt Rd ,5330444,60624,1
2609,1546,2652,"CHICAGO PUBLIC SCHOOLS MCDOWELL, MARY E.",1419 E 89TH ST ,5356404,60619, McDowell,1419 E. 89th St. ,5356404,60619,1
2610,1546,2743,"CHICAGO PUBLIC SCHOOLS MCDOWELL, MARY E.",1419 E 89TH ST ,5356404,60619, Revere,1010 E. 72nd St. ,5350618,60619,0
2626,1539,1539,"CHICAGO PUBLIC SCHOOLS MADISON, JAMES",7433 S DORCHESTER ,5350551,60619,"CHICAGO PUBLIC SCHOOLS MADISON, JAMES",7433 S DORCHESTER ,5350551,60619,1
2630,942,942, Pilsen,1420 W. 17Th St. ,5347675,, Pilsen,1420 W. 17Th St. ,5347675,,1
2644,202,3304, Ferguson CPC,1420 N. Hudson ,5348580,, Ferguson CPC,1420 N Hudson Avenue ,5348580,60610,1
2646,202,897, Ferguson CPC,1420 N. Hudson ,5348580,, Ferguson CPC,1420 N. Hudson ,5348580,,1
2647,897,3304, Ferguson CPC,1420 N. Hudson ,5348580,, Ferguson CPC,1420 N Hudson Avenue ,5348580,60610,1
2649,897,897, Ferguson CPC,1420 N. Hudson ,5348580,, Ferguson CPC,1420 N. Hudson ,5348580,,1
2650,3304,3304, Ferguson CPC,1420 N Hudson Avenue ,5348580,60610, Ferguson CPC,1420 N Hudson Avenue ,5348580,60610,1
2652,3304,202, Ferguson CPC,1420 N Hudson Avenue ,5348580,60610, Ferguson CPC,1420 N. Hudson ,5348580,,1
2653,3304,2926, Ferguson CPC,1420 N Hudson Avenue ,5348580,60610, Immaculate Conception,1431 N. North Park Avenue  ,9440304,60610,0
2654,3304,897, Ferguson CPC,1420 N Hudson Avenue ,5348580,60610, Ferguson CPC,1420 N. Hudson ,5348580,,1
2656,498,499, YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St ,6380773,, YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St ,6380773,,1
2657,498,706, YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St ,6380773,, YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St ,6380773,,1
2658,706,499, YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St ,6380773,, YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St ,6380773,,1
2661,445,2925, Howard Area Early Childhood Center,7510 N. Ashland ,7647610,, Howard Area Family Center,7510 N. Ashland Avenue  ,7647610,60626,1
2667,2587,2587, Johnson,1420 S. Albany ,5341829,60623, Johnson,1420 S. Albany ,5341829,60623,1
2683,1775,1775,HOWARD AREA COMMUNITY CENTER HOWARD AREA,7510 N ASHLAND ,2626622,60626,HOWARD AREA COMMUNITY CENTER HOWARD AREA,7510 N ASHLAND ,2626622,60626,1
2684,1775,2925,HOWARD AREA COMMUNITY CENTER HOWARD AREA,7510 N ASHLAND ,2626622,60626, Howard Area Family Center,7510 N. Ashland Avenue  ,7647610,60626,1
2685,2718,1798, Peirce,1423 W. Bryn Mawr ,5342440,60660,HULL HOUSE ASSOCIATION UPTOWN - EAST,1020 W BRYN MAWR ,7695753,60660,0
2688,2718,2718, Peirce,1423 W. Bryn Mawr ,5342440,60660, Peirce,1423 W. Bryn Mawr ,5342440,60660,1
2697,2625,2625, Lozano,1424 N. Cleaver ,5344150,60622, Lozano,1424 N. Cleaver ,5344150,60622,1
2709,2548,2548, Harvard,7525 S. Harvard ,5353045,60620, Harvard,7525 S. Harvard ,5353045,60620,1
2718,2926,2926, Immaculate Conception,1431 N. North Park Avenue  ,9440304,60610, Immaculate Conception,1431 N. North Park Avenue  ,9440304,60610,1
2721,2873,2873, Alphonsus Academy & Center for the Arts,1439 West Wellington  ,3484629,60657, Alphonsus Academy & Center for the Arts,1439 West Wellington  ,3484629,60657,1
2723,949,949," Colemon, Johnnie",1441 W. 119th St. ,5353975,," Colemon, Johnnie",1441 W. 119th St. ,5353975,,1
2741,2306,2307, Audubon,3500 N. Hoyne ,5345470,60618, Audubon,3500 N. Hoyne ,5345470,60618,1
2760,3288,3288, Woodlawn T.W.O. Infant Toddler School,1445 E 65th Street ,3245880,60637, Woodlawn T.W.O. Infant Toddler School,1445 E 65th Street ,3245880,60637,1
2769,249,571, Catholic Charities - Our Lady of Lourdes,1449 S. Keeler ,5213126,, Catholic Charities of the Archdiocese of Chicago - Our Lady of Lourdes,1449 S Keeler Ave ,5213126,,1
2770,249,1439, Catholic Charities - Our Lady of Lourdes,1449 S. Keeler ,5213126,,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO OUR LADY OF LOURDES,1449 S KEELER ,5213126,60623,1
2773,570,1439, Catholic Charities of the Archdiocese of Chicago - Our Lady of Lourdes,1449 S Keeler Ave ,5213126,,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO OUR LADY OF LOURDES,1449 S KEELER ,5213126,60623,1
2774,710,710, YMCA of Metropolitan Chicago - Logan Square - First Lutheran YMCA,3500 W Fullerton Ave ,8625960,, YMCA of Metropolitan Chicago - Logan Square - First Lutheran YMCA,3500 W Fullerton Ave ,8625960,,1
2781,1439,249,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO OUR LADY OF LOURDES,1449 S KEELER ,5213126,60623, Catholic Charities - Our Lady of Lourdes,1449 S. Keeler ,5213126,,1
2792,1439,571,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO OUR LADY OF LOURDES,1449 S KEELER ,5213126,60623, Catholic Charities of the Archdiocese of Chicago - Our Lady of Lourdes,1449 S Keeler Ave ,5213126,,1
2808,250,250, Lutheran Social Services North Austin,1500 N. Mason ,2371930,, Lutheran Social Services North Austin,1500 N. Mason ,2371930,,1
2810,450,1397, Ada S. McKinley Wright Renaissance,7939 S. Western ,4768805,,ADA S. MCKINLEY COMMUNITY SERVICES MCKINLEY-WRIGHT RENAISSANCE,7939 S WESTERN ,4768805,60620,1
2811,450,3037, Ada S. McKinley Wright Renaissance,7939 S. Western ,4768805,, Ada S. McKinley Community Services - Wright Renaissance,7939 S Western Avenue ,4768805,60620,1
2814,1500,1500,"CHICAGO PUBLIC SCHOOLS DVORAK MATH & SCIENCE TECH ACADEMY, ANTON",3615 WEST 16TH ,5341690,60623,"CHICAGO PUBLIC SCHOOLS DVORAK MATH & SCIENCE TECH ACADEMY, ANTON",3615 WEST 16TH ,5341690,60623,1
2832,1397,1397,ADA S. MCKINLEY COMMUNITY SERVICES MCKINLEY-WRIGHT RENAISSANCE,7939 S WESTERN ,4768805,60620,ADA S. MCKINLEY COMMUNITY SERVICES MCKINLEY-WRIGHT RENAISSANCE,7939 S WESTERN ,4768805,60620,1
2838,1397,3037,ADA S. MCKINLEY COMMUNITY SERVICES MCKINLEY-WRIGHT RENAISSANCE,7939 S WESTERN ,4768805,60620, Ada S. McKinley Community Services - Wright Renaissance,7939 S Western Avenue ,4768805,60620,1
2854,3037,1397, Ada S. McKinley Community Services - Wright Renaissance,7939 S Western Avenue ,4768805,60620,ADA S. MCKINLEY COMMUNITY SERVICES MCKINLEY-WRIGHT RENAISSANCE,7939 S WESTERN ,4768805,60620,1
2860,3037,3037, Ada S. McKinley Community Services - Wright Renaissance,7939 S Western Avenue ,4768805,60620, Ada S. McKinley Community Services - Wright Renaissance,7939 S Western Avenue ,4768805,60620,1
2863,1170,1170, Better Boys Foundation - Better Boys Fndn Family Service,1512 S Pulaski St ,2779582,, Better Boys Foundation - Better Boys Fndn Family Service,1512 S Pulaski St ,2779582,,1
2873,2914,2914, Ezzard Charles School,7946 South Ashland Avenue  ,4870227,60620, Ezzard Charles School,7946 South Ashland Avenue  ,4870227,60620,1
2878,2914,1608, Ezzard Charles School,7946 South Ashland Avenue  ,4870227,60620,CHICAGO YOUTH CENTERS EZZARD CHARLES SCHOOL,7946 S ASHLAND AVE ,4870227,60620,1
2890,3101,3101, Chicago Youth Centers - BBR Youth Center,1530 S Hamlin Avenue ,7621140,60623, Chicago Youth Centers - BBR Youth Center,1530 S Hamlin Avenue ,7621140,60623,1
2900,717,717, Monroe,3651 W. Schubert ,5344155,, Monroe,3651 W. Schubert ,5344155,,1
2901,717,2663, Monroe,3651 W. Schubert ,5344155,, Monroe,3651 W. Shubert ,5344155,60647,1
