_id,ltable_Id,rtable_Id,ltable_Site name,ltable_Address,ltable_Zip,ltable_Phone,rtable_Site name,rtable_Address,rtable_Zip,rtable_Phone,label
81227,205,206, Hansberry CPC,4055 W. Arthington ,,5346931, Hansberry CPC,4055 W. Arthington ,,5346931,1
81653,1693,1693,ERIE NEIGHBORHOOD HOUSE FCCH-MARIA MAHECHA SITE,4151 W LAWRENCE ,60630,4322213,ERIE NEIGHBORHOOD HOUSE FCCH-MARIA MAHECHA SITE,4151 W LAWRENCE ,60630,4322213,1
81669,2762,2762, Scammon,4201 W. Henderson ,60641,5343475, Scammon,4201 W. Henderson ,60641,5343475,1
81710,3019,1861, A Step Ahead Day Care Center,4208 N Broadway Street 10 ,60612,4048664,ONWARD NEIGHBORHOOD HOUSE ONWARD NEIGHBORHOOD HOUSE - WEST TOWN,600 N LEAVITT STREET ,60612,6666726,0
81764,358,3028, Abraham Lincoln Center Near South,4210 S. Berkley ,,4513360, Abraham Lincoln Centre - Berkley Center,4210 S Berkeley Avenue ,60653,4513360,1
82030,1540,2310,"CHICAGO PUBLIC SCHOOLS MASON, ROSWELL B.",4216 W 19TH ST ,60623,5341530, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383,0
82031,1540,731,"CHICAGO PUBLIC SCHOOLS MASON, ROSWELL B.",4216 W 19TH ST ,60623,5341530, Mason,4217 W. 18Th St. ,,5341530,0
82034,1540,905,"CHICAGO PUBLIC SCHOOLS MASON, ROSWELL B.",4216 W 19TH ST ,60623,5341530, Mason,4217 W. 18Th St. ,,5341530,0
82943,2575,2034," Hughes, C.",4247 W. 15Th St. ,60623,5341762,"Chicago Public Schools Mason, Roswell B.",4216 W. 19th St ,60623,5341530,0
82946,2575,2575," Hughes, C.",4247 W. 15Th St. ,60623,5341762," Hughes, C.",4247 W. 15Th St. ,60623,5341762,1
83180,1045,2338, Brennemann,4251 N. Clarendon ,,5345766, Brennemann,4251 N. Clarendon ,60613,5345766,1
83204,361,2264, Salvation Army New Hope,4255 W. Division ,,7724908,Salvation Army New Hope,4255 W. Division ,60651,7724908,1
83210,1275,122, Salvation Army - New Hope / Salvation Army,4255 W Division St ,,7224908, Salvation Army - New Hope / Salvation Army,4255 W Division St ,,7224908,1
83477,2755,2264, Salvation Army New Hope,4255 W. Division  ,60651,7724908,Salvation Army New Hope,4255 W. Division ,60651,7724908,1
83610,736,2006, Goldblatt,4257 W. Adams ,,5346860,"Chicago Public Schools Goldblatt, Nathan R.",4257 W. Adams ,60624,5346860,1
84037,2934,362, Korean American Community Services ,4300 North California Ave.  ,60618,5838281, Korean American Community Services,4300 N. California ,,5838281,1
84098,3217,3217, Lydia Home Association - Lydia Learn and Care,4300 W Irving Park Road ,60641,7361447, Lydia Home Association - Lydia Learn and Care,4300 W Irving Park Road ,60641,7361447,1
84205,1443,1912,CENTERS FOR NEW HORIZONS EFFIE ELLIS,4301 S COTTAGE GROVE ,60653,5489839,"Ada S. McKinley
Community Services McKinley-Maggie Drummond",4301 S. Wabash ,60653,3738200,0
84287,3009,2063, Centers for New Horizons - Effie Ellis II Center,"4301 S. Cottage Grove Ave 
",60653,5489839,"Chicago Public Schools Robinson, Jackie R.",4225 S. Lake Park Ave. ,60653,5351777,0
84289,3009,363, Centers for New Horizons - Effie Ellis II Center,"4301 S. Cottage Grove Ave 
",60653,5489839, Centers for New Horizons Effie O. Ellis,4301 S. Cottage Grove ,,5489839,1
84475,1906,3029,Abraham Lincoln Center Lincoln/King,4314 S. Cottage Grove ,60653,7472310, Abraham Lincoln Centre - Lincoln/King,4314 S Cottage Grove Avenue ,60653,7472310,1
84700,2799,2799, Sumner,4320 W. Fifth Ave ,60624,5346730, Sumner,4320 W. Fifth Ave ,60624,5346730,1
84839,1051,2553, Hearst,4340 S. Lamon ,,5352376, Hearst,4640 S. Lamon ,60638,5352376,0
84928,1745,1745,HENRY BOOTH HOUSE JONES ACADEMY,4344 S WENTWORTH AVE ,60609,5363757,HENRY BOOTH HOUSE JONES ACADEMY,4344 S WENTWORTH AVE ,60609,5363757,1
85072,1052,1052, Hefferan,4409 W. Wilcox St ,,5346192, Hefferan,4409 W. Wilcox St ,,5346192,1
85153,1280,1280, Hull House Association - Leclaire-Ryder Day Care / Hull House,4410 S Laporte Ave ,,7675170, Hull House Association - Leclaire-Ryder Day Care / Hull House,4410 S Laporte Ave ,,7675170,1
85294,1592,2086,"CHICAGO PUBLIC SCHOOLS WOODSON SOUTH, CARTER G.",4414 S EVANS ,60653,5351280,"Chicago Public Schools Woodson South, Carter G.",44511 S. Evans ,60653,5351822,0
85909,371,1663, Kiddy Kare Preschools Kiddy Kare I,4444 S. Kedzie ,,2476642,EL VALOR KIDDY KARE LEARNING CENTER,4444 S KEDZIE ,60632,2476642,1
85933,1663,1456,EL VALOR KIDDY KARE LEARNING CENTER,4444 S KEDZIE ,60632,2476642,CHICAGO COMMONS ASSOCIATION KIDDIE GARDEN LITTLE ANGELS,4235 S KEDZIE AVE ,60632,3928199,0
85986,2147,1663,El Valor Kiddy Kare Learning Center,4444 S. Kedzie ,60632,2476642,EL VALOR KIDDY KARE LEARNING CENTER,4444 S KEDZIE ,60632,2476642,1
87057,2832,1326, Waters,4540 N. Campbell ,60625,5345090, Waters,4540 N. Campbell ,,5345090,1
87245,1713,2805,GADS HILL CENTER FCCH-LUZ OROZCO SITE,4546 W 67TH ST ,60632,2511196, Teddy Bear 1,2649 W. 51st St ,60632,4760700,0
87361,1575,1429,"CHICAGO PUBLIC SCHOOLS SEWARD, WILLIAM H.",4600 S HERMITAGE AVE ,60609,5354890,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-PATRICIA HERNANDEZ,4958 S RACINE AVE ,60609,5381198,0
87626,2765,2069, Seward,4600 S. Hermitage ,60609,5354890,"Chicago Public Schools Seward, William H.",4600 S Hermitage Ave. ,60609,5354890,1
87629,2765,3093, Seward,4600 S. Hermitage ,60609,5354890, Chicago Commons Association New City,4600 S McDowell ,60609,3761657,1
87656,2765,1508, Seward,4600 S. Hermitage ,60609,5354890,"CHICAGO PUBLIC SCHOOLS FULTON, ROBERT",5300 S HERMITAGE ,60609,5359000,0
87986,1207,3152, Firman Community Services - Firman House II SA (21st Century CLC),4644 S Dearborn St ,,3733400, Firman Community Services - School Age Program,4644 S Dearborn Street ,60609,3733400,1
88309,375,375, Home of Life Just for You,4647 W. Washington ,,6268655, Home of Life Just for You,4647 W. Washington ,,6268655,1
88931,2572,376, Home of Life Just For You,4650 W. Madison ,60644,6268655, Home of Life II,4650 W. Madison ,,6268655,1
89173,377,2423, Christopher House Uptown,4701 N. Winthrop ,,7694540, Christopher House Uptown,4701 N. Winthorp ,60640,7694540,1
89320,2117,1284,Christopher House Uptown,4701 N. Winthrop ,60640,7694540, Christopher House - Christopher House - Uptown,4701 N Winthrop Ave ,,7694540,1
90132,2655,2796, McPherson,4728 N. Wolcott Ave ,60640,5342625, Stockton CPC Br.,4425 N. Magnolia Ave ,60640,5342510,0
90926,137,1441, Catholic Charities of the Archdiocese of Chicago - St. Joseph,4800 S Paulina St ,,9272524,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO ST. JOSEPH,4800 S PAULINA ,60609,9272524,1
91442,1502,1949,"CHICAGO PUBLIC SCHOOLS EDWARDS, RICHARD",4815 S KARLOV AVE ,60632,5354875,"Chicago Commons
Association Kiddie Garden Little Angels",4235 S Kedzie Ave ,60632,3928199,0
91926,2675,2675, Nash,4837 W. Erie ,60644,5346125, Nash,4837 W. Erie ,60644,5346125,1
92610,2970,384, Ravenswood Community Child Care Center,4908 North Damen Avenue  ,60625,2714495, Ravenswood Community Child Care,4908 N. Damen ,,2714495,1
93126,385,1213, Firman Pre-School East,4910 S. DR MARTIN LUTHER KING JRDrive ,,3732083, Firman Community Services - Firman House East,4910 S Dr. Martin Luther King Dr ,,3732083,1
93210,2166,766,Firman Community Services Firman House East,4910 S. King ,60615,3732083, Firman Community Services - Firman House East,4910 S Dr. Martin Luther King Dr ,,3732083,1
93281,2507,1973, Firman Community Svcs East,4910 S. King Drive ,60615,3733400,"Chicago Public Schools Burke, Edmond",5356 S. King Dr ,60615,5351325,0
93566,3212,2570, Lutheran Family Mission Family Center,4920 W Madison Street ,60644,2872921, Home of Life II,4650 W. Madison ,60644,6268655,0
93666,2707,2707, Overton CPC,4935 S. Indiana ,60615,5351811, Overton CPC,4935 S. Indiana ,60615,5351811,1
93823,1725,1630,HEALING TEMPLE FCCH-EARNESTINE MOORE,4941 W CHICAGO AVE ,60651,2876964,"DOUGLASS-TUBMAN YOUTH MINISTRIES,INC. DOUGLASS-TUBMAN CHILD DEV CTR",5010 W CHICAGO AVE ,60651,6266581,0
93998,2178,3089,Healing Temple Healing Temple,4941 W. Chicago ,60651,2876964, Chicago Commons,3645 W Chicago Avenue ,60651,6385600,0
94415,1630,1379,"DOUGLASS-TUBMAN YOUTH MINISTRIES,INC. DOUGLASS-TUBMAN CHILD DEV CTR",5010 W CHICAGO AVE ,60651,6266581," Munoz Marin-Lowell Early Childhood Center
","3320 W. Evergreen Ave
",60651,7828459,0
94617,1068,1492, Daley,5024 S. Wolcott ,,5359091,"CHICAGO PUBLIC SCHOOLS DALEY, RICHARD J.",5024 S WOLCOTT AVE ,60609,5359091,1
94788,1986,1492,"Chicago Public Schools Daley, Richard J.",5024 S Wolcott Ave ,60609,5359091,"CHICAGO PUBLIC SCHOOLS DALEY, RICHARD J.",5024 S WOLCOTT AVE ,60609,5359091,1
95877,2527,1882, Goudy,5120 N. Winthrop ,60640,5342480,SOUTH EAST ASIA CENTER SOUTH EAST ASIA CENTER (BROADWAY),5120 N BROADWAY AVE ,60640,9897433,1
96079,2871,2871, Albany Park Head Start,5101 N. Kimball  ,60625,5095657, Albany Park Head Start,5101 N. Kimball  ,60625,5095657,1
96482,1677,2132,EL VALOR TEDDY BEAR 5 (5160 S PULASKI),5160 S PULASKI RD ,60632,2847030,Easter Seals Society of Metropolitan Chicago Liz-Ney-Land #1,4610 S Pulaski Rd ,60632,2479779,0
96880,2109,2138,Chicago Youth Centers Rachel's 2,5242 W. North Ave ,60639,2371444,Easter Seals Society of Metropolitan Chicago Rachel's Learning Center #2,5242 W North Ave ,60639,2371444,1
97379,3211,2627, Lutheran Family Mission - North Avenue,5251 W North Avenue ,60639,6372344, Lutheran Family Mission Day Care III,5251 W. North Ave. ,60637,6372344,1
97982,1765,1606,HENRY BOOTH HOUSE PRECIOUS LITTLE ONES,5327 S MICHIGAN AVE ,60615,,CHICAGO YOUTH CENTERS CUDDLE CARE ACADEMY,4800 S LAKE PARK AVE ,60615,2851114,0
98062,2727,2727, Portage Park,5330 .W Berteau ,60641,5343576, Portage Park,5330 .W Berteau ,60641,5343576,1
98601,2668,400, Mosaic (Portage Park),5332 W. Addison ,60641,7777411, Mosaic Early Childhood Academy,5332 W. Addison ,,7777411,1
99391,1860,1948,ONWARD NEIGHBORHOOD HOUSE ONWARD NEIGHBORHOOD HOUSE - BELMONT/CRAGIN,5423 W DIVERSEY AVE ,60639,6223215,"Chicago Commons
Association Joyful Noise Day Care",4843 W North Ave ,60639,2525990,0
99449,2254,2254,Onward Neighborhood House Onward Neighborhood House - Belmont/Cragin,5423 W Diversey Ave. ,60639,6223215,Onward Neighborhood House Onward Neighborhood House - Belmont/Cragin,5423 W Diversey Ave. ,60639,6223215,1
99455,2254,2874,Onward Neighborhood House Onward Neighborhood House - Belmont/Cragin,5423 W Diversey Ave. ,60639,6223215, Belmont Cragin Early Childhood Center,6041 W. Diversey Avenue  ,60639,5343318,0
99585,2253,1948,Onward Neighborhood House New Beginnings,5445 W. North Ave. ,60639,3855365,"Chicago Commons
Association Joyful Noise Day Care",4843 W North Ave ,60639,2525990,0
99728,1939,2393,Chicago Child Care Society Chicago Child Care Society,5467 S University Ave ,60615,6430452, Chicago Child Care Society,5467 S. University ,60615,2562450,1
100027,1083,2722, Peterson,5510 N. Christiana ,,5345070, Peterson,5510 N. Christiana ,60625,5345070,1
100063,2722,2722, Peterson,5510 N. Christiana ,60625,5345070, Peterson,5510 N. Christiana ,60625,5345070,1
100203,1976,1413,"Chicago Public Schools Carson, Rachel",5516 S. Mapplewood Ave ,60629,5359222,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-ANGELITA YUGSI,6447 S KNOX AVE ,60629,5211600,0
100975,2634,1554, Marcy Newberry Austin Town,5610 W. Lake St. ,60644,2611505,"CHICAGO PUBLIC SCHOOLS NASH, HENRY H.",4837 W ERIE ST ,60644,5346125,0
101829,1632,2411,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO CHANNINGS CHILD CARE,5701 W DIVISION ST ,60651,4572990, ChildServ Lawndale,4909 W. Division ,60651,8677350,0
104548,3285,3154, Woodlawn Organization,6040 S Harper Avenue ,60637,2885840, First Presbyterian Church,6400 S Kimbark Avenue ,60637,3630505,0
104691,1857,3211,ONWARD NEIGHBORHOOD HOUSE LEE'S CUDDLES N CARE,6100 W NORTH AVENUE ,60639,7458054, Lutheran Family Mission - North Avenue,5251 W North Avenue ,60639,6372344,0
104832,1717,1717,GADS HILL CENTER FCCH-SARA ORTEGA SITE,6110 S MOZART ,60629,2511196,GADS HILL CENTER FCCH-SARA ORTEGA SITE,6110 S MOZART ,60629,2511196,1
106303,2624,2624, Lovett,6333 W. Bloomingdale ,60639,5343130, Lovett,6333 W. Bloomingdale ,60639,5343130,1
106362,419,2807," Teddy Bear Nursery School, Inc. III",6401 S. Pulaski ,,2842292, Teddy Bear 3,6401 S. Pulaski ,60629,2842292,1
106419,1676,1676,EL VALOR TEDDY BEAR 3 (6401 S PULASKI RD),6401 S PULASKI ,60629,2842292,EL VALOR TEDDY BEAR 3 (6401 S PULASKI RD),6401 S PULASKI ,60629,2842292,1
107486,1891,3284,WOODLAWN A.M.E. CHURCH WOODLAWN AME CHURCH,6456 S EVANS ,60637,6671402, Woodlawn AME,6456 S Evans Avenue ,60637,6671400,1
108146,1111,1111, Banneker,6656 S. Normal Blvd. ,,5353020, Banneker,6656 S. Normal Blvd. ,,5353020,1
108640,822,164, Board Trustees-City Colleges of Chicago - Kennedy-King College,6800 S Wentworth Ave ,,5533475, Board Trustees-City Colleges of Chicago - Kennedy-King College,6800 S Wentworth Ave ,,5533475,1
110213,170,1300, Christopher House - Christopher House - Rogers Park,7059 N Greenview Ave ,,2745477, Christopher House - Christopher House - Rogers Park,7059 N Greenview Ave ,,2745477,1
110267,1625,3119,CHRISTOPHER HOUSE ROGERS PARK,7059 N GREENVIEW ,60626,2745477, Christopher House - Rogers Park,7059 N Greenview Avenue ,60626,2745477,1
110338,2898,832, Christopher House-Rogers Park,7059 North Greenview Avenue  ,60626,2745477, Christopher House - Christopher House - Rogers Park,7059 N Greenview Ave ,,2745477,1
110598,1516,2075,"CHICAGO PUBLIC SCHOOLS GUGGENHEIM, SIMON",7141 S MORGAN ST ,60621,5353587,"Chicago Public Schools Stagg, Amos A.",7424 S. Morgan St. ,60621,5353565,0
110748,1392,1637,ADA S. MCKINLEY COMMUNITY SERVICES LITTLE HANDS,7146 S ASHLAND ,60636,4710662,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO FIRST START CHILDREN'S ACADEMY SOUTH,5700 S ASHLAND AVE 1ST FL ,60636,2777090,0
110970,3034,2891, Ada S. McKinley Community Services - Ersula Howard,7222 S Exchange Avenue ,60649,2219711, Chicago Youth Centers / Rebecca K. Crown,7601 S. Phillips Avenue  ,60649,7310444,0
112130,2930,2930," Itsy Bitsy People Palace ,Inc.",7411 South Cottage Grove Ave. Ground Floor ,60619,8467396," Itsy Bitsy People Palace ,Inc.",7411 South Cottage Grove Ave. Ground Floor ,60619,8467396,1
112158,2930,2391," Itsy Bitsy People Palace ,Inc.",7411 South Cottage Grove Ave. Ground Floor ,60619,8467396, Chesterfield Tom Thumb,9214 S. Cottage Grove ,60619,8473985,0
112274,441,843," Itsy Bitsy People Palace, Inc.",7419 S. Cottage Grove ,,8467396," Henry Booth House - Itsy Bitsy People Palace, Inc",7419 S Cottage Grove Ave ,,8467396,1
112283,843,2929," Henry Booth House - Itsy Bitsy People Palace, Inc",7419 S Cottage Grove Ave ,,8467396," Itsy Bitsy People Palace ,Inc.",7419 South Cottage Grove Avenue  ,60619,8467396,1
112496,2929,2885," Itsy Bitsy People Palace ,Inc.",7419 South Cottage Grove Avenue  ,60619,8467396, Chesterfield Tom Thumb Day Care Center & Kindergarten,9208-9214 South Cottage Grove  ,60619,8743985,0
112746,1951,1458,"Chicago Commons
Association Little People's Day Care",7428 N Rogers Ave ,60626,7612305,CHICAGO COMMONS ASSOCIATION LITTLE PEOPLE'S DAY CARE,7428 N ROGERS AVE ,60626,7612305,1
113761,447,2110, Chicago Youth Centers Rebecca K. Crown,7601 S. Phillips ,,7310444,Chicago Youth Centers Rebecca Crown,7601 S. Phillips ,60649,7310444,1
113874,2891,3134, Chicago Youth Centers / Rebecca K. Crown,7601 S. Phillips Avenue  ,60649,7310444, Dr. Deton J. Brooks Head Start,6921 S Stony Island Avenue ,60649,9552818,0
114048,1129,1129, Oglesby,7646 S. Green ,,5353060, Oglesby,7646 S. Green ,,5353060,1
114334,851,1476, Bradwell,7736 S. Burnhan ,,5356600,"CHICAGO PUBLIC SCHOOLS BRADWELL, MYRA",7736 S BURNHAM ,60649,5356600,1
114624,449,449, New Concept,7825 S. Ellis ,,6519599, New Concept,7825 S. Ellis ,,6519599,1
114960,2747,2064, Ruggles,7831 S. Prairie ,60619,5353085,"Chicago Public Schools Ruggles, Martha M.",7831 S. Prairie Ave. ,60619,5353085,1
115251,180,3037, Ada S. McKinley Community Services - McKinley - Wright Renaissance,7939 S Western Ave ,,4768805, Ada S. McKinley Community Services - Wright Renaissance,7939 S Western Avenue ,60620,4768805,1
116010,1390,1665,ADA S. MCKINLEY COMMUNITY SERVICES CHILDREN'S CENTER (WESTERN),7956 S WESTERN ,60620,4768805,EL VALOR LITTLE BROWN BEAR PRE-SCHOOL,8046 S WESTERN AVE ,60620,4343508,0
116253,1767,2214,HENRY BOOTH HOUSE THE WORLD IS YOURS,8026 S COTTAGE GROVE AVE ,60619,,Henry Booth House The World Is Yours,8026 S Cottage Grove Ave. ,60619,,1
116434,1665,1965,EL VALOR LITTLE BROWN BEAR PRE-SCHOOL,8046 S WESTERN AVE ,60620,4343508,"Chicago Public Schools Barton, Clara",7650 S. Wolcott Ave ,60620,5353260,0
116764,2095,453,Chicago State University Tiny Tots Villa,8128 S. King Dr. ,60641,4836251, Tiny Tot Villa,8128 S. DR MARTIN LUTHER KING JR Drive ,,4836251,1
116783,454,2232, NIA LTD. The Learning Tree,8128 S. Kedzie ,,7788802,Marcy Newberry Association Learning Tree 1,8128 S Kedzie ,60652,7788802,1
116822,1750,2415,HENRY BOOTH HOUSE LEARNING TREE,8128 S KEDZIE ,60652,7788802, Chipper Preschool,8225 S. Kedzie ,60652,7785757,0
116899,2232,2232,Marcy Newberry Association Learning Tree 1,8128 S Kedzie ,60652,7788802,Marcy Newberry Association Learning Tree 1,8128 S Kedzie ,60652,7788802,1
116913,182,2208, Henry Booth House - New Pisgah,8130 S Racine Ave ,,8735392,Henry Booth House New Pisgah,8130 S Racine ,60620,8735392,1
117272,2124,1750,Easter Seals Society of Metropolitan Chicago Chipper Preschool,8225 S Kedzie ,60652,7785757,HENRY BOOTH HOUSE LEARNING TREE,8128 S KEDZIE ,60652,7788802,0
117383,859,1764, Henry Booth House - Pink's Child Care Academy,8236 S Kedzie Ave ,,8637465,HENRY BOOTH HOUSE PINK'S CHILD CARE ACADEMY,8236 S KEDZIE ,60652,8637465,1
117697,460,2975, South Central Holistic PreK Program,8316 S. Ellis ,,4830900, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900,1
119537,1455,2155,CHICAGO COMMONS ASSOCIATION JPE DAYCARE CENTER,8625 S COTTAGE GROVE ,60619,9941300,El Valor New Age Preparatory,8940 S Cottage Grove Ave ,60619,7832431,0
119734,2065,2065,"Chicago Public Schools Ryder, William H.",8716 S. Wallace Street ,60620,5353843,"Chicago Public Schools Ryder, William H.",8716 S. Wallace Street ,60620,5353843,1
119737,2065,3259,"Chicago Public Schools Ryder, William H.",8716 S. Wallace Street ,60620,5353843, Salvation Army - Shiloah School,9211 S Justine Street ,60620,8814142,0
120201,2155,1880,El Valor New Age Preparatory,8940 S Cottage Grove Ave ,60619,7832431,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900,0
120318,3241,1309, Our Lady of Guadalupe Early Childhood Center,9129 S Burley Avenue ,60617,9785320, Catholic Charities of the Archdiocese of Chicago - Our Lady of Guadalupe,9129 S Burley Ave ,,9785320,1
121196,5,5, Board Trustees-City Colleges of Chicago - Olive-Harvey College,10001 S Woodlawn Ave ,,2916100, Board Trustees-City Colleges of Chicago - Olive-Harvey College,10001 S Woodlawn Ave ,,2916100,1
121649,3238,1408, Olive-Harvey College,10001 S Woodlawn Avenue ,60628,2916700,BOARD TRUSTEES-CITY COLLEGES OF CHICAGO OLIVE-HARVEY COLLEGE,10001 S WOODLAWN ,60628,2916317,1
121755,2328,2328, Bennett,10115 S. Prairie ,60628,5355460, Bennett,10115 S. Prairie ,60628,5355460,1
122188,2606,2708, Kohn,10414 S. State  ,60628,5355489, Owens,12450 S. State St. ,60628,5355661,0
122208,523,3073, Catholic Charities of the Archdiocese of Chicago - St. Kevin,10509 S Torrence Ave ,,3746466, Catholic Charities Chicago - St. Kevin,10509 S Torrence Avenue ,60617,3746466,1
122259,3073,523, Catholic Charities Chicago - St. Kevin,10509 S Torrence Avenue ,60617,3746466, Catholic Charities of the Archdiocese of Chicago - St. Kevin,10509 S Torrence Ave ,,3746466,1
123237,224,224, Children?s Developmental Institute MP,10928 S. Halsted St. ,,9950600, Children?s Developmental Institute MP,10928 S. Halsted St. ,,9950600,1
123327,2403,2130, Children's Dev Inst Morgan Pk,10928 S. Halsted ,60628,9950600,Easter Seals Society of Metropolitan Chicago Imani's Children,11443 S Halsted St ,60628,6609667,0
123832,1916,1908,"Ada S. McKinley
Community Services Montessori Academy",11025 S Halsted Ave. ,60628,2810069,"Ada S. McKinley
Community Services Children's Center (Halsted)",12803 S Halsted ,60628,2645171,0
124118,1741,1640,HENRY BOOTH HOUSE HIPPITY HOP TINY TOTS,11223 S HALSTED ST ,60628,7853340,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO IMANI'S CHILDREN,11443 S HALSTED ST ,60628,6609667,0
124455,20,1913, Ada S. McKinley Community Services - McKinley - Roseland,11410 S Edbrooke Ave ,,4681918,"Ada S. McKinley
Community Services McKinley-Roseland",11410 S. Edbrooke ,60628,4681918,1
124586,1395,233,ADA S. MCKINLEY COMMUNITY SERVICES MCKINLEY-ROSELAND,11410 S EDBROOKE ,60628,4681918, Ada S. McKinley Roseland,11410 S. Edbrooke ,,4681918,1
125002,2011,2011,"Chicago Public Schools Haley, Alex",11411 S. Eggleston ,60628,5355345,"Chicago Public Schools Haley, Alex",11411 S. Eggleston ,60628,5355345,1
126190,2708,1656, Owens,12450 S. State St. ,60628,5355661,EL VALOR AMAZING GRACE CHILD CARE CENTER,11123 S HALSTED ST ,60628,2643636,0
126683,1908,2404,"Ada S. McKinley
Community Services Children's Center (Halsted)",12803 S Halsted ,60628,2645171, Children's Dev Inst Morgan Pk I/T,10928 S. Halsted ,60628,9950600,0
127089,3035,1443, Ada S. McKinley Community Services - Maggie Drummond,4301 S Wabash ,60653,3738200,CENTERS FOR NEW HORIZONS EFFIE ELLIS,4301 S COTTAGE GROVE ,60653,5489839,0
127337,2206,1660,Henry Booth House Love N Learn Academy,723-725 E 75TH St. ,60619,7230338,EL VALOR CHICAGO PRE-SCHOOL ACADEMY,532 E 87TH ST ,60619,4884495,0
